,Unnamed: 0,DOI,Journal,Type,Title,Publish_Time,Issue_Time,Co_Author,Author,Rank,Nationality,Abs_country,Abs_GPE,Abs_LOC,Nationality_clean,country_code,region_code,GPE,NORP,LOC,ORG,LANG
402,402,https://doi.org/10.1017/aaq.2018.16,American Antiquity,Articles,the archaeology of home: qiaoxiang and nonstate actors in the archaeology of the chinese diaspora,03 May 2018, July 2018,True,Laura W. Ng,Communication,United States of America,['China' 'China'],"['China' 'China' 'qiaoxiang' 'Qiaoxiang' 'Gaobei' 'Jingdezhen'
 'Guangdong Province' 'Jiangxi Province' 'the United States' 'qiaoxiang']",['Pearl River Delta' 'Europe'],United States,US,NA,,['chinese'],,,
403,403,https://doi.org/10.1017/aaq.2018.17,American Antiquity,Articles,the study of sustained colonialism: an example from the kashaya pomo homeland in northern california,09 May 2018, July 2018,True,Kent G. Lightfoot,First,United States of America,[],['California'],[],United States,US,NA,['california'],,,,
404,404,https://doi.org/10.1017/aaq.2018.17,American Antiquity,Articles,the study of sustained colonialism: an example from the kashaya pomo homeland in northern california,09 May 2018, July 2018,True,Sara L. Gonzalez,Communication,United States of America,[],['California'],[],United States,US,NA,['california'],,,,
405,405,https://doi.org/10.1017/aaq.2018.23,American Antiquity,Articles,"modeling relationships between space, movement, and lithic geometric attributes",30 April 2018, July 2018,True,Benjamin Davies,First,New Zealand,['Australia'],['New South Wales' 'Australia'],[],New Zealand,NZ,OC,,,,,
406,406,https://doi.org/10.1017/aaq.2018.23,American Antiquity,Articles,"modeling relationships between space, movement, and lithic geometric attributes",30 April 2018, July 2018,True,Simon J. Holdaway,Other,United Kingdom,['Australia'],['New South Wales' 'Australia'],[],United Kingdom,GB,EU,,,,,
407,407,https://doi.org/10.1017/aaq.2018.23,American Antiquity,Articles,"modeling relationships between space, movement, and lithic geometric attributes",30 April 2018, July 2018,True,Patricia C. Fanning,Communication,Australia,['Australia'],['New South Wales' 'Australia'],[],Australia,AU,OC,,,,,
408,408,https://doi.org/10.1017/aaq.2018.25,American Antiquity,Articles,coupling lithic sourcing with least cost path analysis to model paleoindian pathways in northeastern north america,20 June 2018, July 2018,True,Jonathan C. Lothrop,First,United States of America,[],['New York'],['the Hudson Valley' 'the Hudson Valley' 'North America'],United States,US,NA,,,['northeastern north america'],,
409,409,https://doi.org/10.1017/aaq.2018.25,American Antiquity,Articles,coupling lithic sourcing with least cost path analysis to model paleoindian pathways in northeastern north america,20 June 2018, July 2018,True,Adrian L. Burke,Other,Canada,[],['New York'],['the Hudson Valley' 'the Hudson Valley' 'North America'],Canada,CA,NA,,,['northeastern north america'],,
410,410,https://doi.org/10.1017/aaq.2018.25,American Antiquity,Articles,coupling lithic sourcing with least cost path analysis to model paleoindian pathways in northeastern north america,20 June 2018, July 2018,True,Susan Winchell-Sweeney,Other,United States of America,[],['New York'],['the Hudson Valley' 'the Hudson Valley' 'North America'],United States,US,NA,,,['northeastern north america'],,
411,411,https://doi.org/10.1017/aaq.2018.25,American Antiquity,Articles,coupling lithic sourcing with least cost path analysis to model paleoindian pathways in northeastern north america,20 June 2018, July 2018,True,Gilles Gauthier,Communication,Canada,[],['New York'],['the Hudson Valley' 'the Hudson Valley' 'North America'],Canada,CA,NA,,,['northeastern north america'],,
414,414,https://doi.org/10.1017/aaq.2017.63,American Antiquity,Articles,cropping in an age of captive taking: exploring evidence for uncertainty and food insecurity in the seventeenth-century north carolina piedmont,14 January 2018, April 2018,False,Mallory A. Melton,First,United States of America,[],['the North Carolina Piedmont'],['Southeastern North America' 'Eno River' 'Eno River'],United States,US,NA,,,['north carolina'],,
415,415,https://doi.org/10.1017/aaq.2017.64,American Antiquity,Articles,hopewell bladelets: a bayesian radiocarbon analysis,14 January 2018, April 2018,False,G. Logan Miller,First,United States of America,[],['Ohio' 'Ohio'],['the Lake Erie'],United States,US,NA,,,,,
416,416,https://doi.org/10.1017/aaq.2018.2,American Antiquity,Articles,"crafting identity: acquisition, production, use, and recycling of soapstone during the mission period in alta california",10 April 2018, April 2018,False,Kaitlin M. Brown,First,United States of America,[],[],[],United States,US,NA,['alta california'],,,,
417,417,https://doi.org/10.1017/aaq.2018.3,American Antiquity,Articles,"village growth, emerging infectious disease, and the end of the neolithic demographic transition in the southwest united states and northwest mexico",10 April 2018, April 2018,True,David A. Phillips  Jr.,First,United States of America,['United States'],['United States' 'northwest Mexico'],[],United States,US,NA,['northwest mexico'],,['southwest united states'],,
418,418,https://doi.org/10.1017/aaq.2018.3,American Antiquity,Articles,"village growth, emerging infectious disease, and the end of the neolithic demographic transition in the southwest united states and northwest mexico",10 April 2018, April 2018,True,Helen J. Wearing,Other,United States of America,['United States'],['United States' 'northwest Mexico'],[],United States,US,NA,['northwest mexico'],,['southwest united states'],,
419,419,https://doi.org/10.1017/aaq.2018.3,American Antiquity,Articles,"village growth, emerging infectious disease, and the end of the neolithic demographic transition in the southwest united states and northwest mexico",10 April 2018, April 2018,True,Jeffery J. Clark,Communication,United States of America,['United States'],['United States' 'northwest Mexico'],[],United States,US,NA,['northwest mexico'],,['southwest united states'],,
420,420,https://doi.org/10.1017/aaq.2017.74,American Antiquity,Articles,diversity-disturbance relationships in the late archaic southwest: implications for farmer-forager foodways,23 February 2018, April 2018,True,R. J. Sinensky,First,United States of America,[],['Arizona'],['Las Capas' 'BC'],United States,US,NA,,,['southwest'],,
421,421,https://doi.org/10.1017/aaq.2017.74,American Antiquity,Articles,diversity-disturbance relationships in the late archaic southwest: implications for farmer-forager foodways,23 February 2018, April 2018,True,Alan Farahani,Communication,United States of America,[],['Arizona'],['Las Capas' 'BC'],United States,US,NA,,,['southwest'],,
436,436,https://doi.org/10.1017/aaq.2017.59,American Antiquity,Articles,social networks and northern iroquoian confederacy dynamics,16 November 2017, January 2018,True,Jennifer Birch,First,United States of America,[],['Haudenosaunee'],['North America'],United States,US,NA,,['northern iroquoian'],,,
437,437,https://doi.org/10.1017/aaq.2017.59,American Antiquity,Articles,social networks and northern iroquoian confederacy dynamics,16 November 2017, January 2018,True,John P. Hart,Communication,United States of America,[],['Haudenosaunee'],['North America'],United States,US,NA,,['northern iroquoian'],,,
438,438,https://doi.org/10.1017/aaq.2017.45,American Antiquity,Articles,"sociopolitical, ceremonial, and economic aspects of gambling in ancient north america: a case study of chaco canyon",29 September 2017, January 2018,False,Robert S. Weiner,First,United States of America,[],['Chaco Canyon'],['North America'],United States,US,NA,,,"['north america', 'chaco canyon']",,
439,439,https://doi.org/10.1017/aaq.2017.60,American Antiquity,Articles,a hard time to date: the scott county pueblo (14sc1) and puebloan residents of the high plains,07 December 2017, January 2018,True,Matthew E. Hill  Jr.,First,United States of America,['12'],['Kansas'],['Apache Dismal River' 'Dismal River' 'Dismal River'],United States,US,NA,['scott county'],['puebloan'],,,
440,440,https://doi.org/10.1017/aaq.2017.60,American Antiquity,Articles,a hard time to date: the scott county pueblo (14sc1) and puebloan residents of the high plains,07 December 2017, January 2018,True,Margaret E. Beck,Other,United States of America,['12'],['Kansas'],['Apache Dismal River' 'Dismal River' 'Dismal River'],United States,US,NA,['scott county'],['puebloan'],,,
441,441,https://doi.org/10.1017/aaq.2017.60,American Antiquity,Articles,a hard time to date: the scott county pueblo (14sc1) and puebloan residents of the high plains,07 December 2017, January 2018,True,Stacey Lengyel,Other,United States of America,['12'],['Kansas'],['Apache Dismal River' 'Dismal River' 'Dismal River'],United States,US,NA,['scott county'],['puebloan'],,,
442,442,https://doi.org/10.1017/aaq.2017.60,American Antiquity,Articles,a hard time to date: the scott county pueblo (14sc1) and puebloan residents of the high plains,07 December 2017, January 2018,True,Sarah J. Trabert,Other,United States of America,['12'],['Kansas'],['Apache Dismal River' 'Dismal River' 'Dismal River'],United States,US,NA,['scott county'],['puebloan'],,,
443,443,https://doi.org/10.1017/aaq.2017.60,American Antiquity,Articles,a hard time to date: the scott county pueblo (14sc1) and puebloan residents of the high plains,07 December 2017, January 2018,True,Mary J. Adair,Communication,United States of America,['12'],['Kansas'],['Apache Dismal River' 'Dismal River' 'Dismal River'],United States,US,NA,['scott county'],['puebloan'],,,
444,444,https://doi.org/10.1017/aaq.2017.46,American Antiquity,Articles,the ideal distribution of farmers: explaining the euro-american settlement of utah,03 November 2017, January 2018,True,Peter M. Yaworsky,First,United States of America,[],['Utah' 'Utah'],[],United States,US,NA,['utah'],['euro-american'],,,
445,445,https://doi.org/10.1017/aaq.2017.46,American Antiquity,Articles,the ideal distribution of farmers: explaining the euro-american settlement of utah,03 November 2017, January 2018,True,Brian F. Codding,Communication,United States of America,[],['Utah' 'Utah'],[],United States,US,NA,['utah'],['euro-american'],,,
446,446,https://doi.org/10.1017/aaq.2017.50,American Antiquity,Articles,climate change and migration along a mississippian periphery: a fort ancient example,25 September 2017, January 2018,True,Aaron R. Comstock,First,United States of America,['United States'],['Cahokia' 'Cahokia' 'Indiana' 'Ohio' 'United States'],['the Middle Ohio Valley' 'the Middle Ohio Valley'],United States,US,NA,,['mississippian'],,,
447,447,https://doi.org/10.1017/aaq.2017.50,American Antiquity,Articles,climate change and migration along a mississippian periphery: a fort ancient example,25 September 2017, January 2018,True,Robert A. Cook,Communication,United States of America,['United States'],['Cahokia' 'Cahokia' 'Indiana' 'Ohio' 'United States'],['the Middle Ohio Valley' 'the Middle Ohio Valley'],United States,US,NA,,['mississippian'],,,
448,448,https://doi.org/10.1017/aaq.2017.52,American Antiquity,Articles,lines of communication: mimbres hachure and concepts of color,17 October 2017, January 2018,True,Will G. Russell,First,United States of America,[],['Brody'],['Southwest'],United States,US,NA,,,,,
449,449,https://doi.org/10.1017/aaq.2017.52,American Antiquity,Articles,lines of communication: mimbres hachure and concepts of color,17 October 2017, January 2018,True,Sarah Klassen,Other,United States of America,[],['Brody'],['Southwest'],United States,US,NA,,,,,
450,450,https://doi.org/10.1017/aaq.2017.52,American Antiquity,Articles,lines of communication: mimbres hachure and concepts of color,17 October 2017, January 2018,True,Katherine Salazar,Communication,United States of America,[],['Brody'],['Southwest'],United States,US,NA,,,,,
451,451,https://doi.org/10.1017/aaq.2017.54,American Antiquity,Articles,becoming gendered in european prehistory: was neolithic gender fundamentally different?,17 October 2017, January 2018,True,John Robb,First,United Kingdom,[],[],['Europe'],United Kingdom,GB,EU,,['european'],,,
452,452,https://doi.org/10.1017/aaq.2017.54,American Antiquity,Articles,becoming gendered in european prehistory: was neolithic gender fundamentally different?,17 October 2017, January 2018,True,Oliver J. T. Harris,Communication,United Kingdom,[],[],['Europe'],United Kingdom,GB,EU,,['european'],,,
455,455,https://doi.org/10.1017/aaq.2017.39,American Antiquity,Articles,from landscapes of meaning to landscapes of signification in the american southwest,22 August 2017, October 2017,False,Matthew J. Liebmann,First,United States of America,[],['New Mexico' 'obsidian'],['the Valles Caldera'],United States,US,NA,,['american'],['southwest'],,
456,456,https://doi.org/10.1017/aaq.2017.42,American Antiquity,Articles,settlement scaling in middle-range societies,14 September 2017, October 2017,True,Scott G. Ortman,First,United States of America,[],['Middle Missouri'],['the Central Mesa Verde' 'North America'],United States,US,NA,,,,,
457,457,https://doi.org/10.1017/aaq.2017.42,American Antiquity,Articles,settlement scaling in middle-range societies,14 September 2017, October 2017,True,Grant D. Coffey,Communication,United States of America,[],['Middle Missouri'],['the Central Mesa Verde' 'North America'],United States,US,NA,,,,,
458,458,https://doi.org/10.1017/aaq.2017.43,American Antiquity,Articles,"late archaic ritualism in domestic contexts: clay-floored shrines at the burrell orchard site, ohio",12 September 2017, October 2017,False,Brian G. Redmond,First,United States of America,[],['Archaic' 'Ohio'],['North America'],United States,US,NA,['ohio'],,,,
459,459,https://doi.org/10.1017/aaq.2017.37,American Antiquity,Articles,"centered on the wetlands: integrating new phytolith evidence of plant-use from the 23,000-year-old site of ohalo ii, israel",11 August 2017, October 2017,True,Monica N. Ramsey,First,United Kingdom,['28'],['Levant' 'Ohalo II'],['Southwest Asia' 'Southwest Asia'],United Kingdom,GB,EU,"['ohalo ii', 'israel']",,,,
